Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,53.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,96.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,67.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,246.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,32.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,68.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,83.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,109.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,116.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,422.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,35-44,14.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,45-54,48.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,55-64,136.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,65-74,222.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,75-84,290.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,85+,286.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory failure,J96,All Ages,1001.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,65-74,11.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,75-84,21.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,85+,28.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Respiratory arrest,R09.2,All Ages,72.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,15.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,10.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,27.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,21.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,81.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,12.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,55.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,94.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,155.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,85+,175.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,501.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,10.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,24.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,62.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,96.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,85+,80.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,275.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,35-44,11.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,45-54,20.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,55-64,41.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,65-74,75.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,75-84,87.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,85+,94.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrest,I46,All Ages,331.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,14.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,29.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,56.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,61.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,165.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,55-64,21.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,65-74,30.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,75-84,51.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,85+,88.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Heart failure,I50,All Ages,196.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,24.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,30.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,28.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,109.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,13.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,22.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,34.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,35.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,112.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,45-54,16.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,55-64,32.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,65-74,45.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,75-84,67.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,85+,56.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Sepsis,Sepsis,A40-A41,All Ages,226.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,20.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,28.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,34.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,21.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,105.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,35-44,10.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,45-54,15.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,55-64,59.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,65-74,91.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,75-84,103.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,85+,72.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,AR,Diabetes,Diabetes,E10-E14,All Ages,356.0,
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,45-54,11.0,
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,55-64,16.0,
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,65-74,15.0,
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,75-84,10.0,
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,AR,Obesity,Obesity,E65-E68,Not stated,0.0,
